descriptions,General,User,admin
,General,DateTime,11/28/2025 6:15:31 PM
,General,Origin,"Software revision: App_ASM_Traffic_FinalwithFaultInjection.sdf, App_ASM_Traffic_FinalwithFaultInjection.rta\nVariable description: App_ASM_Traffic_FinalwithFaultInjection.sdf\n    Platform / Device: Platform [SCALEXIO Platform, assigned to 'SCALEXIO']\nControlDesk version: 7.5"
,General,Description,
,Recording,StartCondition,None (Immediate Recording)
,Recording,StopCondition,None
,Measurement,XAxisOffset,0
,Measurement,Length,100.3918584
,Measurement,StartTimestamp,556.3898695
,Measurement,StopTimestamp,656.7817279
,MDF,Department,
,MDF,Project,
,MDF,MeasurementObject,

trace_size,10040
trace_types,4,4,4,4,4,4
trace_names,,Out1,Out1,Out1,Out1,Out1
trace_units,,,,,,
devices,Platform,Platform,Platform,Platform,Platform,Platform
raster,Periodic Task 1,Periodic Task 1,Periodic Task 1,Periodic Task 1,Periodic Task 1,Periodic Task 1
description,,,,,,
displayidentifier,,,,,,
path,,Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Accelerations/a_x_Vehicle_CoG[m|s2],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Accelerations/a_y_Vehicle_CoG[m|s2],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Accelerations/a_z_Vehicle_CoG[m|s2],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Steering/Angle_SteeringWheel[deg],Model Root/Driver/Plant/UserInterface/DISP_Plant/v_Vehicle[km|h]
flags,,0,0,0,0,0
min,,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity
max,,Infinity,Infinity,Infinity,Infinity,Infinity
minWeak,,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity
maxWeak,,Infinity,Infinity,Infinity,Infinity,Infinity
trace_values,0,4.442659140333312,-7.4667623203543807e-11,-0.13318128238014723,-1.2568306495998433e-08,19.24641917140287
,0.010080962861707121,4.4252847290952237,-7.3007033086813512e-11,-0.1314575826938495,-1.2386500516683581e-08,19.406079106910827
,0.020000116906771837,4.407530045140633,-7.1569497387293736e-11,-0.12898484262288415,-1.2205366792384876e-08,19.565107809263324
,0.030079719744890099,4.3893890365903312,-7.040526962912255e-11,-0.12582525413308515,-1.2024683394072283e-08,19.723491171617184
