path,,Model Root/Driver/Plant/UserInterface/DISP_Plant/Angle_SteeringWheel[deg],Model Root/Driver/Plant/UserInterface/DISP_Plant/Pos_AccPedal[%],Model Root/Driver/Plant/UserInterface/DISP_Plant/Pos_BrakePedal[%],Model Root/Driver/Plant/UserInterface/DISP_Plant/Pos_ClutchPedal[%],Model Root/Driver/Plant/UserInterface/DISP_Plant/v_Vehicle[km|h],Model Root/Engine/Control/Interface_External_In/States/n_Engine[rpm]_,Model Root/Environment/Maneuver/UserInterface/PAR_Plant/ManualControl/Angle_SteeringWheel[deg],Model Root/Environment/Maneuver/UserInterface/PAR_Plant/ManualControl/Pos_AccPedal[%],Model Root/Environment/Maneuver/UserInterface/PAR_Plant/ManualControl/Pos_BrakePedal[%],Model Root/Environment/Maneuver/UserInterface/PAR_Plant/ManualControl/Pos_ClutchPedal[%],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Accelerations/a_y_Vehicle_CoG[m|s2],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Brake/p_FL_Brake[bar],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Brake/p_FR_Brake[bar],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Brake/p_RL_Brake[bar],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Brake/p_RR_Brake[bar],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Positions/s_Vehicle[m],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Tire/v_Circumf_Dyn_FL_Wheel[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Tire/v_Circumf_Dyn_FR_Wheel[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Tire/v_Circumf_Dyn_RL_Wheel[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Tire/v_Circumf_Dyn_RR_Wheel[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Velocities/v_x_Vehicle_CoG[km|h],Model Root/VehicleDynamics/Plant/UserInterface/DISP_Plant/Velocities/YawRate_Vehicle_CoG[deg|s]
flags,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
min,,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity
max,,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
minWeak,,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity
maxWeak,,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity
,0.44985145827598572,7.1898888674380872e-11,18.022456920445503,0,0,38.990108215431718,3551.1786595240937,0,0,0,100,1.8910247348685737e-12,2.1852297749092031e-11,2.1852297749092031e-11,2.1852297749092031e-11,2.1852297749092031e-11,17.262859857702249,39.317064836511342,39.31706483651206,39.440255300161404,39.440255300162065,38.990108215431718,7.6164465035147154e-12
,0.46000943235206604,7.3003519607248606e-11,18.145007263265288,0,0,39.043477409291121,3557.9164568981141,0,0,0,100,1.9125469655022498e-12,2.0784041154797706e-11,2.0784041154797706e-11,2.0784041154797706e-11,2.0784041154797706e-11,17.371232280881099,39.374495728247837,39.374495728248569,39.499457409325416,39.499457409326091,39.043477409291121,7.8523618525004884e-12
,0.4698513709346771,7.4049651702248349e-11,18.265004364181316,0,0,39.097470634068628,3564.5735366652452,0,0,0,100,1.9331586008411233e-12,1.9767965042660762e-11,1.9767965042660762e-11,1.9767965042660762e-11,1.9767965042660762e-11,17.479753735130892,39.432188870304373,39.432188870305119,39.55903392562054,39.55903392562125,39.097470634068628,8.0766673156345309e-12
,0.48000804448852535,7.5039152855272967e-11,18.382536256158538,0,0,39.152072858403564,3571.1740254782007,0,0,0,100,1.9534045843654778e-12,1.8801404877422101e-11,1.8801404877422101e-11,1.8801404877422101e-11,1.8801404877422101e-11,17.588425935327038,39.490118210981784,39.490118210982551,39.618927004548546,39.618927004549271,39.152072858403564,8.2917656887807582e-12
,0.48985189560432429,7.5973548431418559e-11,18.497776970365294,0,0,39.207256865195042,3577.7406433953006,0,0,0,100,1.9729567811970855e-12,1.7882140213032471e-11,1.7882140213032471e-11,1.7882140213032471e-11,1.7882140213032471e-11,17.697250543968106,39.548480673810047,39.548480673810843,39.679245352082823,39.679245352083555,39.207256865195042,8.5002892179973631e-12
,0.50000945317344669,7.6854248397238621e-11,18.610932719677937,0,0,39.262990971077855,3584.2796996954462,0,0,0,100,1.9910295286416533e-12,1.7007284469627848e-11,1.7007284469627848e-11,1.7007284469627848e-11,1.7007284469627848e-11,17.806229135375112,39.607375441142636,39.607375441143432,39.740053867273012,39.740053867273765,39.262990971077855,8.7012922813207893e-12
,0.50985133225479129,7.7682815318326384e-11,18.722151361690212,0,0,39.319252022793158,3590.7969891994021,0,0,0,100,2.0094264760221224e-12,1.6175949468788531e-11,1.6175949468788531e-11,1.6175949468788531e-11,1.6175949468788531e-11,17.91536320683117,39.666730114759588,39.666730114760391,39.801507473093132,39.801507473093906,39.319252022793158,8.8925537576216505e-12
,0.52000958683586118,7.8461048411799516e-11,18.831535625321468,0,0,39.376023470786393,3597.2835679419013,0,0,0,100,2.0270415696443585e-12,1.5385248630650494e-11,1.5385248630650494e-11,1.5385248630650494e-11,1.5385248630650494e-11,18.024654200327486,39.72644570302171,39.726445703022556,39.863551345362843,39.863551345363646,39.376023470786393,9.0746295469009511e-12
,0.5298516104202271,7.9096333564344877e-11,18.9391735999675,0,0,39.433290961973675,3603.7912709245525,0,0,0,100,2.0438396905702417e-12,1.4633183553769413e-11,1.4633183553769413e-11,1.4633183553769413e-11,1.4633183553769413e-11,18.13410351567466,39.786555599242902,39.786555599243769,39.925975646131548,39.925975646132358,39.433290961973675,9.2516397931860111e-12
,0.54000932099189758,7.9525206436923773e-11,19.045155958733748,0,0,39.491039851902578,3610.3429066304952,0,0,0,100,2.058178330004815e-12,1.3917533792096037e-11,1.3917533792096037e-11,1.3917533792096037e-11,1.3917533792096037e-11,18.24371251238097,39.84718932147539,39.847189321476257,39.988709776631886,39.988709776632696,39.491039851902578,9.4227506288083415e-12
,0.54985204158782963,7.9765416777674929e-11,19.149550337989332,0,0,39.549258856137044,3617.0134042804461,0,0,0,100,2.0705476489053486e-12,1.3236967078000816e-11,1.3236967078000816e-11,1.3236967078000816e-11,1.3236967078000816e-11,18.353482511996162,39.908486706013385,39.908486706014251,40.051929111102297,40.051929111103128,39.549258856137044,9.5834826087598538e-12
,0.56000952265548709,7.9833385489699963e-11,19.252349105426447,0,0,39.607947483671325,3623.8065117208416,0,0,0,100,2.0790729579816451e-12,1.258970705464435e-11,1.258970705464435e-11,1.258970705464435e-11,1.258970705464435e-11,18.463414816483652,39.970566453159513,39.970566453160401,40.115876536568578,40.115876536569424,39.607947483671325,9.7333145804702258e-12
,0.56985242175483708,7.9744154611976129e-11,19.353445367372252,0,0,39.667119397237542,3630.7226286847736,0,0,0,100,2.0833320843630607e-12,1.1974421454397088e-11,1.1974421454397088e-11,1.1974421454397088e-11,1.1974421454397088e-11,18.573510744694399,40.0333768649691,40.033376864970002,40.180520031442292,40.180520031443152,39.667119397237542,9.8728819273238712e-12
,0.5800112288455963,7.9511571454123876e-11,19.452685873385885,0,0,39.72679478710775,3637.7510309645986,0,0,0,100,2.0838938309199254e-12,1.1388889831209781e-11,1.1388889831209781e-11,1.1388889831209781e-11,1.1388889831209781e-11,18.683771664041682,40.096834719440658,40.096834719441553,40.245716502972691,40.245716502973558,39.72679478710775,1.0000266846807912e-11
,0.58985383894004828,7.9148528849160555e-11,19.549924954420781,0,0,39.7869926448708,3644.8696030084243,0,0,0,100,2.0805468974287514e-12,1.0832224006662727e-11,1.0832224006662727e-11,1.0832224006662727e-11,1.0832224006662727e-11,18.794198997361118,40.160953499269816,40.160953499270725,40.311449612139363,40.31144961214023,39.7869926448708,1.0111606913054241e-11
,0.60001069099655158,7.8667074894354531e-11,19.645033222573915,0,0,39.84772952658566,3652.0161773079521,0,0,0,100,2.0747907771807978e-12,1.0302647623916528e-11,1.0302647623916528e-11,1.0302647623916528e-11,1.0302647623916528e-11,18.904794217323559,40.225675518475391,40.225675518476322,40.377669975096573,40.377669975097469,39.84772952658566,1.0206772828841965e-11
,0.60985320758934025,7.8078293641235691e-11,19.71553873469222,0,0,39.909016466779633,3659.1526453318797,0,0,0,100,2.0653504134531541e-12,9.7988284153416316e-12,9.7988284153416316e-12,9.7988284153416316e-12,9.7988284153416316e-12,19.015558836974105,40.290845245603691,40.290845245604622,40.44421893770572,40.444218937706616,39.909016466779633,1.0287800597466403e-11
,0.62001054415435797,7.7392429431214931e-11,19.781886645440331,0,0,39.970853703595594,3666.2489612883555,0,0,0,100,2.0540659883566195e-12,9.3198782025183391e-12,9.3198782025183391e-12,9.3198782025183391e-12,9.3198782025183391e-12,19.126494387317777,40.356387065807127,40.356387065808043,40.510993089128405,40.510993089129293,39.970853703595594,1.0352776341626667e-11
,0.62985356225585942,7.6619109978178943e-11,19.846054586359966,0,0,40.033230723506797,3673.2669875877327,0,0,0,100,2.0397408253419289e-12,8.8635765393973998e-12,8.8635765393973998e-12,8.8635765393973998e-12,8.8635765393973998e-12,19.23760238585254,40.422302826136942,40.422302826137873,40.577967624280944,40.577967624281847,40.033230723506797,1.0399009195415399e-11
,0.64001182533721923,7.5767344170965791e-11,19.90815101156554,0,0,40.096129502795016,3680.17878661035,0,0,0,100,2.0244766464843046e-12,8.4294793367689635e-12,8.4294793367689635e-12,8.4294793367689635e-12,8.4294793367689635e-12,19.34888431101313,40.48851404198092,40.488514041981865,40.645059947460808,40.645059947461704,40.096129502795016,1.0428193520282482e-11
,0.64985444393157965,7.4845422635716282e-11,19.968339900071296,0,0,40.159524211557297,3686.9459027430858,0,0,0,100,2.0071964944048451e-12,8.0175865946330305e-12,8.0175865946330305e-12,8.0175865946330305e-12,8.0175865946330305e-12,19.460341581891015,40.554888403952297,40.554888403953242,40.712149721378246,40.712149721379156,40.159524211557297,1.0441301011523981e-11
,0.66001155099258424,7.3861033611581982e-11,20.026850447876818,0,0,40.223379891446896,3693.5651537662779,0,0,0,100,1.9889541665266121e-12,7.6254558223354252e-12,7.6254558223354252e-12,7.6254558223354252e-12,7.6254558223354252e-12,19.571975534367702,40.621359382838286,40.621359382839188,40.77917879587563,40.779178795876525,40.223379891446896,1.0438022043016308e-11
,0.66985441609153751,7.2821435476126681e-11,20.083953447293275,0,0,40.287655867305546,3700.0533008657471,0,0,0,100,1.9692114705351649e-12,7.2526429306662976e-12,7.2526429306662976e-12,7.2526429306662976e-12,7.2526429306662976e-12,19.683787398085887,40.687933252624269,40.687933252625193,40.846162569893963,40.846162569894865,40.287655867305546,1.0415683555604936e-11
,0.68001192265930177,7.173337398095669e-11,20.139903476322726,0,0,40.352314000011845,3706.4431900625741,0,0,0,100,1.9494061812549456e-12,6.8982597412059476e-12,6.8982597412059476e-12,6.8982597412059476e-12,6.8982597412059476e-12,19.795778293474207,40.754664829296566,40.754664829297482,40.913195945414245,40.91319594541514,40.352314000011845,1.0378045347235963e-11
,0.68985461775512702,7.0602824713991281e-11,20.195001663876855,0,0,40.417309791869279,3712.771915691033,0,0,0,100,1.9265409198747321e-12,6.5611960309297501e-12,6.5611960309297501e-12,6.5611960309297501e-12,6.5611960309297501e-12,19.907949226825568,40.821653863622913,40.821653863623837,40.980353911417616,40.980353911418518,40.417309791869279,1.0328233938375972e-11
,0.70001197132072457,6.9435341093221846e-11,20.249509162857489,0,0,40.482604624282324,3719.0588891007278,0,0,0,100,1.9042156250154212e-12,6.2403415768130799e-12,6.2403415768130799e-12,6.2403415768130799e-12,6.2403415768130799e-12,20.020301085353125,40.888991058674776,40.888991058675693,41.047816479069631,41.047816479070526,40.482604624282324,1.026706711031259e-11
,0.70985484491958617,6.8236285176520016e-11,20.303598934723524,0,0,40.548172555490908,3725.3233098834012,0,0,0,100,1.8797819835681386e-12,5.9352522896460869e-12,5.9352522896460869e-12,5.9352522896460869e-12,5.9352522896460869e-12,20.132834664262763,40.956580748563717,40.956580748564612,41.115702345318638,41.115702345319519,40.548172555490908,1.0194273193463012e-11
,0.72001217298469544,6.7010779606666488e-11,20.357370878919202,0,0,40.613998123460277,3731.5645025650074,0,0,0,100,1.8545462099329741e-12,5.6450399910090709e-12,5.6450399910090709e-12,5.6450399910090709e-12,5.6450399910090709e-12,20.245550701205094,41.02429387707263,41.024293877073511,41.183897881612218,41.183897881613092,40.613998123460277,1.0107790742107158e-11
,0.72985519958610534,6.5763553902097963e-11,20.410897137368046,0,0,40.680069881294905,3737.7859949991616,0,0,0,100,1.8290593443841718e-12,5.369038547087257e-12,5.369038547087257e-12,5.369038547087257e-12,5.369038547087257e-12,20.358449897177056,41.092160978035352,41.09216097803624,41.252211676509198,41.2522116765101,40.680069881294905,1.0011227895275481e-11
,0.74001310566101075,6.4498690906571162e-11,20.464244108302502,0,0,40.746377261777702,3743.9885442429263,0,0,0,100,1.8022868352322821e-12,5.10658182406587e-12,5.10658182406587e-12,5.10658182406587e-12,5.10658182406587e-12,20.471532922672591,41.160251756476981,41.160251756477869,41.320563056735665,41.320563056736539,40.746377261777702,9.9080117713350177e-12
,0.74985626826515206,6.3219878043581972e-11,20.51747284196966,0,0,40.812910513874002,3750.1643709153404,0,0,0,100,1.7750048765410924e-12,4.8570036881301348e-12,4.8570036881301348e-12,4.8570036881301348e-12,4.8570036881301348e-12,20.584800419836874,41.22852598896489,41.22852598896575,41.388987623131769,41.388987623132621,40.812910513874002,9.7969330836513694e-12
,0.76001330732498174,6.1930584298512591e-11,20.570645152935889,0,0,40.879659840350726,3756.217177640644,0,0,0,100,1.7472737678512198e-12,4.6194159608603513e-12,4.6194159608603513e-12,4.6194159608603513e-12,4.6194159608603513e-12,20.698253004087135,41.296870454640192,41.296870454641052,41.457516307431334,41.457516307432179,40.879659840350726,9.677734104839239e-12
,0.7698559429195404,6.0634035537721421e-11,20.623848786619941,0,0,40.946611864357891,3762.0677648975325,0,0,0,100,1.7200939918081811e-12,4.3938186422565195e-12,4.3938186422565195e-12,4.3938186422565195e-12,4.3938186422565195e-12,20.811891260614615,41.365020163202466,41.365020163203319,41.525905294139157,41.525905294140003,40.946611864357891,9.5515292641409379e-12
,0.78001381499404909,5.9333184460423262e-11,20.678077781758674,0,0,41.013738748223474,3767.7471681783882,0,0,0,100,1.690726113189741e-12,4.1791015092940142e-12,4.1791015092940142e-12,4.1791015092940142e-12,4.1791015092940142e-12,20.925715722460719,41.432716814672787,41.432716814673647,41.59379269338099,41.593792693381843,41.013738748223474,9.4215830026967599e-12
,0.78985575357666016,5.8030598735856798e-11,20.709015160052122,0,0,41.080993616323447,3773.3035835576538,0,0,0,100,1.6611579297161278e-12,3.9748204727629854e-12,3.9748204727629854e-12,3.9748204727629854e-12,3.9748204727629854e-12,21.039726819755121,41.500171897303531,41.500171897304334,41.66134205836822,41.661342058369051,41.080993616323447,9.2895803011789176e-12
,0.80001301364059452,5.6728709540773635e-11,20.740838682555253,0,0,41.148328240828413,3778.7852377495637,0,0,0,100,1.6315844963169072e-12,3.780309398848658e-12,3.780309398848658e-12,3.780309398848658e-12,3.780309398848658e-12,21.153924845488518,41.5676788118339,41.567678811834703,41.728890575098355,41.728890575099157,41.148328240828413,9.1512592032907477e-12
,0.80985656725120547,5.5429903096590344e-11,20.773786740838435,0,0,41.215708481135785,3784.2133408013292,0,0,0,100,1.600357189114612e-12,3.595568287551032e-12,3.595568287551032e-12,3.595568287551032e-12,3.595568287551032e-12,21.268309975003657,41.635221097875593,41.635221097876403,41.796497488977735,41.796497488978524,41.215708481135785,9.0061583208128936e-12
,0.82001463482933046,5.4136361389462113e-11,20.808016712187218,0,0,41.283111770695974,3789.596799051812,0,0,0,100,1.5690688182462969e-12,3.4197089604504072e-12,3.4197089604504072e-12,3.4197089604504072e-12,3.4197089604504072e-12,21.382882305117406,41.702684576289272,41.702684576290075,41.864093135508035,41.864093135508838,41.283111770695974,8.8580406611496778e-12
,0.8298566244125366,5.2849858608040105e-11,20.843652958149004,0,0,41.350520326901403,3794.9372573230748,0,0,0,100,1.5362867710990399e-12,3.2525093729418586e-12,3.2525093729418586e-12,3.2525093729418586e-12,3.2525093729418586e-12,21.497641876877143,41.770073875035315,41.770073875036083,41.93167759406284,41.931677594063643,41.350520326901403,8.7098217848208839e-12
,0.84001565250701904,5.1571996771442131e-11,20.880795749031321,0,0,41.417919874128863,3800.2407517558895,0,0,0,100,1.5025909668233218e-12,3.0935254358155362e-12,3.0935254358155362e-12,3.0935254358155362e-12,3.0935254358155362e-12,21.612588686207395,41.837417398786769,41.837417398787522,41.999263078161569,41.99926307816235,41.417919874128863,8.5600523858254058e-12
,0.84985697057914733,5.0304340217506969e-11,20.919523311331186,0,0,41.485299335177196,3805.5144840083267,0,0,0,100,1.4698205324604274e-12,2.9420910152566648e-12,2.9420910152566648e-12,2.9420910152566648e-12,2.9420910152566648e-12,21.727722693697356,41.904690629496713,41.904690629497466,42.066831466741,42.066831466741768,41.485299335177196,8.4071142044758982e-12
,0.86001614317626951,4.9048356497135033e-11,20.959903571346761,0,0,41.552649171654636,3810.7748029154291,0,0,0,100,1.4352114653468131e-12,2.7982061112652445e-12,2.7982061112652445e-12,2.7982061112652445e-12,2.7982061112652445e-12,21.843043831393931,41.971888040482426,41.971888040483186,42.134394272744707,42.134394272745453,41.552649171654636,8.2520214914977751e-12
,0.86985708724136357,4.7805317103381452e-11,21.001993572658215,0,0,41.619961455589369,3816.037609625469,0,0,0,100,1.401597828886546e-12,2.6614266346314253e-12,2.6614266346314253e-12,2.6614266346314253e-12,2.6614266346314253e-12,21.958552006517635,42.03906342867063,42.039063428671376,42.202007514907976,42.202007514908729,41.619961455589369,8.0969131211030526e-12
,0.88001416030197144,4.6576290039863236e-11,21.0458251552222,0,0,41.68723185376836,3821.3182265835117,0,0,0,100,1.3669322647710565e-12,2.5313084961453569e-12,2.5313084961453569e-12,2.5313084961453569e-12,2.5313084961453569e-12,22.074247108321014,42.106270268575848,42.106270268576566,42.269717080420882,42.269717080421621,41.68723185376836,7.9424701152646891e-12
,0.88985760341072084,4.5362292631924019e-11,21.091398624505533,0,0,41.754460484175837,3826.6261132202371,0,0,0,100,1.3323834325154294e-12,2.4076296512021145e-12,2.4076296512021145e-12,2.4076296512021145e-12,2.4076296512021145e-12,22.190129019643063,42.173526408776453,42.173526408777157,42.337541386571935,42.337541386572624,41.754460484175837,7.786437768793739e-12
,0.90001583249130257,4.416431010257614e-11,21.138689165064473,0,0,41.821650993364997,3831.968532415618,0,0,0,100,1.2978879282739015e-12,2.2899460105918479e-12,2.2899460105918479e-12,2.2899460105918479e-12,2.2899460105918479e-12,22.306197628363712,42.240838541118592,42.240838541119288,42.405493052476778,42.405493052477475,41.821650993364997,7.6283704283031947e-12
,0.90985926710014342,4.2983221706028109e-11,21.18765432239385,0,0,41.888809492422105,3837.3498727956776,0,0,0,100,1.2631677455514409e-12,2.1778134851047071e-12,2.1778134851047071e-12,2.1778134851047071e-12,2.1778134851047071e-12,22.42245283572408,42.30822977917191,42.308229779172585,42.473593355766447,42.47359335576715,41.888809492422105,7.4712479840556278e-12
,0.92001652716369631,4.1819677267441378e-11,21.238236621853751,0,0,41.955944175899255,3842.7686975380343,0,0,0,100,1.2291107245943659e-12,2.071232074740692e-12,2.071232074740692e-12,2.071232074740692e-12,2.071232074740692e-12,22.538894562618982,42.375718363553908,42.375718363554562,42.541849192594015,42.541849192594704,41.955944175899255,7.316352760562972e-12
,0.92985843174591065,4.0674243354896465e-11,21.290369089981208,0,0,42.023064540274767,3848.2322367204933,0,0,0,100,1.1964254051017485e-12,1.9699797348948778e-12,1.9699797348948778e-12,1.9699797348948778e-12,1.9699797348948778e-12,22.655522754618506,42.443305985895243,42.443305985895883,42.610249036078834,42.610249036079466,42.023064540274767,7.1613438829852095e-12
,0.94001627831993106,3.9547591102669878e-11,21.343982199805463,0,0,42.090180410861095,3853.7384947467744,0,0,0,100,1.1638330281767965e-12,1.8738344209623392e-12,1.8738344209623392e-12,1.8738344209623392e-12,1.8738344209623392e-12,22.772337384162768,42.511016884023206,42.511016884023839,42.678809528313842,42.678809528314481,42.090180410861095,7.0037298550114249e-12
,0.94985885441360474,3.844033599885405e-11,21.399001682965014,0,0,42.157302241116284,3859.2871693461248,0,0,0,100,1.1316926224114864e-12,1.7821299991283013e-12,1.7821299991283013e-12,1.7821299991283013e-12,1.7821299991283013e-12,22.889338451599734,42.578867464689104,42.578867464689729,42.747539258094093,42.747539258094733,42.157302241116284,6.8463255255400821e-12
,0.96001583397254941,3.735278741769579e-11,21.44336449159913,0,0,42.224443806567493,3864.8771356686379,0,0,0,100,1.1003591258864546e-12,1.694866469392764e-12,1.694866469392764e-12,1.694866469392764e-12,1.694866469392764e-12,23.006525990081187,42.646858067957893,42.646858067958512,42.816441008585642,42.816441008586281,42.224443806567493,6.695051429061758e-12
,0.96985858856925966,3.628502235157794e-11,21.478985421583317,0,0,42.291613797598622,3870.4983641655635,0,0,0,100,1.0700039890888095e-12,1.6120438317557273e-12,1.6120438317557273e-12,1.6120438317557273e-12,1.6120438317557273e-12,23.123900066964126,42.715014740899498,42.715014740900074,42.885498990863482,42.885498990864072,42.291613797598622,6.5471019576901707e-12
,0.98001752316207891,3.5237324853562981e-11,21.51579384955911,0,0,42.358819324336693,3876.142171794057,0,0,0,100,1.0403258783628272e-12,1.5332179970073412e-12,1.5332179970073412e-12,1.5332179970073412e-12,1.5332179970073412e-12,23.241460769863288,42.783340951063252,42.783340951063806,42.954721259532455,42.954721259533024,42.358819324336693,6.3945775402511702e-12
,0.98985935974311834,3.4210270433645505e-11,21.553733863592754,0,0,42.426067771678682,3881.782306332851,0,0,0,100,1.0110169468618358e-12,1.4581669205426806e-12,1.4581669205426806e-12,1.4581669205426806e-12,1.4581669205426806e-12,23.359208206807175,42.851774475940204,42.851774475940772,43.024112237931526,43.024112237932101,42.426067771678682,6.2383111241595039e-12
,1.0000177843273161,3.3204185296722305e-11,21.592762160877946,0,0,42.493364768144779,3887.3896258831592,0,0,0,100,9.8359737939847522e-13,1.3866685577568205e-12,1.3866685577568205e-12,1.3866685577568205e-12,1.3866685577568205e-12,23.477142504854648,42.920228917201975,42.920228917202543,43.093545916874461,43.093545916875051,42.493364768144779,6.0853151300722394e-12
,1.0098598844123841,3.2219065625491202e-11,21.63287415587266,0,0,42.560710589238326,3892.9307827369462,0,0,0,100,9.5366157814830121e-13,1.318944953254686e-12,1.318944953254686e-12,1.318944953254686e-12,1.318944953254686e-12,23.595263800782234,42.988670389291393,42.988670389291947,43.162847824105668,43.162847824106208,42.560710589238326,5.9389806054720822e-12
,1.0200173399799346,3.1254893431461113e-11,21.674117049712724,0,0,42.628098381242651,3898.3906274426681,0,0,0,100,9.2591866575933859e-13,1.2543299732215019e-12,1.2543299732215019e-12,1.2543299732215019e-12,1.2543299732215019e-12,23.713572223308958,43.057072793137749,43.057072793138261,43.231889520812409,43.231889520812928,42.628098381242651,5.7935631749695401e-12
,1.0298598055713652,3.0311901496780082e-11,21.716592060761503,0,0,42.69551390972839,3903.7851770466905,0,0,0,100,8.9940290260703372e-13,1.1930456622621932e-12,1.1930456622621932e-12,1.1930456622621932e-12,1.1930456622621932e-12,23.832067872865892,43.125363671196133,43.125363671196631,43.300642681892064,43.30064268189259,42.69551390972839,5.6456780730699969e-12
,1.0400176776458741,2.9390280536496215e-11,21.760436969030025,0,0,42.762938006511881,3909.114575313175,0,0,0,100,8.7365410391028921e-13,1.13464793116691e-12,1.13464793116691e-12,1.13464793116691e-12,1.13464793116691e-12,23.950750803003579,43.193576117623181,43.193576117623678,43.369200772592443,43.369200772592968,42.762938006511881,5.4994717534783139e-12
,1.0498606192459106,2.8489930598700375e-11,21.805328933297535,0,0,42.830414990002787,3908.9488737647575,0,0,0,100,8.4818795576316814e-13,1.0791367799356522e-12,1.0791367799356522e-12,1.0791367799356522e-12,1.0791367799356522e-12,24.069621024416815,43.309505876686686,43.309505876687176,43.485286231826613,43.485286231827104,42.830414990002787,5.3587564026470248e-12
,1.0600179072116851,2.7610608737235701e-11,21.821626443061358,0,0,42.902016460116116,3890.630293996513,0,0,0,100,8.192814535742401e-13,1.0265122085684197e-12,1.0265122085684197e-12,1.0265122085684197e-12,1.0265122085684197e-12,24.188681594878162,43.708689330393909,43.708689330394364,43.921889392438381,43.921889392438814,42.902016460116116,5.2215917378033781e-12
,1.0698617280094147,2.6752297887842354e-11,21.707497400040452,0,0,42.991685071668947,3849.5526838444171,0,0,0,100,7.8566265760179904e-13,9.7633012785536266e-13,9.7633012785536266e-13,9.7633012785536266e-13,9.7633012785536266e-13,24.307960272985007,44.099059600903743,44.09905960090417,44.385835249281776,44.385835249282195,42.991685071668947,5.0903492669693243e-12
,1.0800192808784483,2.5915243819757484e-11,21.417222554724578,0,0,43.105549121702872,3792.2207339619617,0,0,0,100,7.5370838437806376e-13,9.2859053779648093e-13,9.2859053779648093e-13,9.2859053779648093e-13,9.2859053779648093e-13,24.427519164508748,44.191015466231995,44.191015466232393,44.549744684673101,44.549744684673477,43.105549121702872,4.972063944455372e-12
,1.089860832136154,2.5100187202718627e-11,21.023768746680837,0,0,43.233435737025424,3723.9192966145488,0,0,0,100,7.3055269232569787e-13,8.8329343839177454e-13,8.8329343839177454e-13,8.8329343839177454e-13,8.8329343839177454e-13,24.547414964222671,44.193463157595154,44.193463157595531,44.579727092936743,44.579727092937084,43.233435737025424,4.8599363671449147e-12
,1.1000186230091094,2.4307924170994581e-11,20.604394925960438,0,0,43.364687692003294,3650.2623606227371,0,0,0,100,7.1428555847665998e-13,8.4021678503631847e-13,8.4021678503631847e-13,8.4021678503631847e-13,8.4021678503631847e-13,24.667671816477117,44.287204476158891,44.287204476159275,44.634664484669997,44.634664484670324,43.364687692003294,4.7449934274155636e-12
,1.1098628263137817,2.3538457914328567e-11,20.19015646908046,0,0,43.495050655479446,3580.5877399633459,0,0,0,100,7.0241090787750547e-13,7.9913853312518768e-13,7.9913853312518768e-13,7.9913853312518768e-13,7.9913853312518768e-13,24.788292705590745,44.394613101617622,44.394613101617978,44.67113391319139,44.671133913191724,43.495050655479446,4.6250815257931212e-12
,1.1200196736701964,2.2791040252241531e-11,19.799646079904832,0,0,43.622009957532079,3519.4084399223252,0,0,0,100,6.9336436478245049e-13,7.6005868265838217e-13,7.6005868265838217e-13,7.6005868265838217e-13,7.6005868265838217e-13,24.90927208531031,44.463113170951395,44.463113170951758,44.688617912389063,44.688617912389397,43.622009957532079,4.5000739248068627e-12
,1.1298631374618529,2.2064791886833061e-11,19.437984306734045,0,0,43.743465075999225,3467.2502853761544,0,0,0,100,6.846716850644498e-13,7.2275518903097691e-13,7.2275518903097691e-13,7.2275518903097691e-13,7.2275518903097691e-13,25.030597479762868,44.555806515047742,44.55580651504809,44.761103760672583,44.761103760672924,43.743465075999225,4.3703027135658683e-12
