descriptions,General,User,admin
,General,DateTime,11/26/2025 2:15:28 PM
,General,Origin,
,General,Description,
,Recording,StartCondition,None (Immediate Recording)
,Recording,StopCondition,None
,Measurement,XAxisOffset,0
,Measurement,Length,323.9097786
,Measurement,StartTimestamp,1207.438379
,Measurement,StopTimestamp,1531.348158
,MDF,Department,
,MDF,Project,
,MDF,MeasurementObject,

trace_size,32276
trace_types,5,4,4,4,4,4
trace_names,,Out1,Out1,Out1,Out1,Out1
trace_units,,,,,,
devices,HiL,HiL,HiL,HiL,HiL,HiL
raster,Periodic Task 1,Periodic Task 1,Periodic Task 1,Periodic Task 1,Periodic Task 1,Periodic Task 1
description,,,,,,
displayidentifier,,,,,,
path,,Model Root/MDLUserInterface/Drivetrain/MDL_DISP/omega_In_Trm[rad|s],Model Root/MDLUserInterface/EngineGasoline/MDL_DISP/n_Engine[rpm],Model Root/MDLUserInterface/Environment/MDL_DISP/Pos_AccPedal[%],Model Root/MDLUserInterface/Environment/MDL_DISP/Pos_BrakePedal[%],Model Root/MDLUserInterface/Environment/MDL_DISP/v_Vehicle[km|h]
flags,,2,2,2,2,2
min,,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308
max,,1.797693135e+308,1.797693135e+308,1.797693135e+308,1.797693135e+308,1.797693135e+308
minWeak,,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308,-1.797693135e+308
maxWeak,,1.797693135e+308,1.797693135e+308,1.797693135e+308,1.797693135e+308,1.797693135e+308
trace_values,0,88.840014433875865,850.28642591231653,0,10,5.3485193073601068e-186
,0.0099999999999909051,89.413366237047214,852.49196357346807,0,10,4.8371049894149876e-186
,0.020000299999992421,89.013731894552535,850.6180310723571,0,10,4.3745910473625671e-186
,0.030000499999914609,89.632975648495346,855.97507047239628,0,10,3.9563017287286965e-186
,0.040000199999894903,89.271339368692011,851.63972733506034,0,10,3.5780083667885789e-186
,0.050000499999896419,89.636026607561973,857.31753056357979,0,10,3.2358866311551186e-186
,0.060000399999807996,89.69349408838211,854.89662149339722,0,10,2.9264778659773155e-186
,0.070000999999820124,89.431078900617536,854.86806191898927,0,10,2.6466541248999021e-186
,0.08000129999982164,89.665071406697592,855.25691899786079,0,10,2.393586549307585e-186
,0.090001199999960591,89.200214261792809,852.07091567046325,0,10,2.1647167701759579e-186
,0.10000189999982467,89.526084015782928,855.11725166391534,0,10,1.9577310444180905e-186
,0.11000159999980497,89.140538099894101,850.24147289688995,0,10,1.7705368642599868e-186
,0.12000179999995453,89.002195019222185,850.59707704936795,0,10,1.6012418031790289e-186
,0.13000149999993482,88.852004452122301,847.46574680520541,0,10,1.44813438454989e-186
,0.14000190000001567,88.578239571439042,847.07302517379333,0,10,1.3096667795908277e-186
,0.15000209999993785,88.865748447069464,847.92432793001865,0,10,1.1844391596964515e-186
,0.16000239999993937,88.397184896604259,844.37105995595209,0,10,1.0711855449679617e-186
,0.17000229999985095,88.71345183825305,847.68497904515073,0,10,9.6876100587756198e-187
,0.1800029999999424,88.392541045447871,843.09660755812934,0,10,8.7613008868316635e-187
,0.19000259999984337,88.402354195669872,845.40667868999333,0,10,7.9235634758092984e-187
,0.2000031999998555,88.459438733602525,843.61935669828313,0,10,7.1659287777163886e-187
,0.21000269999990451,88.203944195616828,843.74359411789601,0,10,6.4807375373564524e-187
,0.22000339999999596,88.777730817574366,847.12738033308983,0,10,5.8610628616218794e-187
,0.23000379999984943,88.335937916336945,843.56484251087261,0,10,5.3006401925506365e-187
,0.24000349999982973,88.845517311715227,849.3892512309983,0,10,4.7938039762140118e-187
